,temp,hum,windspeed,atemp,cnt
10026,0.5,0.29,0.3881,0.4848,334
10027,0.48,0.33,0.3582,0.4697,219
10028,0.46,0.36,0.2836,0.4545,195
10029,0.44,0.44,0.2537,0.4394,92
10030,0.42,0.5,0.1642,0.4242,56
10031,0.42,0.54,0.1343,0.4242,10
10032,0.38,0.62,0.1642,0.3939,6
10033,0.4,0.54,0.1045,0.4091,3
10034,0.4,0.32,0.3582,0.4091,6
10035,0.32,0.42,0.3582,0.2879,2
10036,0.32,0.42,0.3582,0.2879,21
10037,0.3,0.45,0.3284,0.2727,101
10038,0.28,0.45,0.2985,0.2576,325
10039,0.26,0.48,0.2836,0.2424,559
10040,0.28,0.45,0.3582,0.2576,232
10041,0.3,0.42,0.2985,0.2727,132
10042,0.34,0.36,0.2537,0.3182,163
10043,0.36,0.34,0.1343,0.3485,183
10044,0.36,0.32,0.1045,0.3636,190
10045,0.4,0.28,0.1045,0.4091,134
10046,0.42,0.26,0.0896,0.4242,166
10047,0.42,0.28,0.0896,0.4242,287
10048,0.42,0.26,0.0896,0.4242,530
10049,0.42,0.28,0.1642,0.4242,449
10050,0.42,0.26,0.0,0.4242,306
10051,0.4,0.3,0.1343,0.4091,204
10052,0.34,0.46,0.1045,0.3485,188
10053,0.34,0.46,0.1045,0.3485,101
10054,0.32,0.53,0.2239,0.303,65
10055,0.32,0.53,0.1045,0.3333,32
10056,0.32,0.49,0.1045,0.3333,6
10057,0.3,0.56,0.2239,0.2879,4
10058,0.28,0.7,0.0896,0.303,2
10059,0.26,0.75,0.0896,0.2879,29
10060,0.28,0.75,0.0896,0.303,104
10061,0.26,0.81,0.1343,0.2727,253
10062,0.28,0.75,0.1045,0.2879,116
10063,0.3,0.81,0.1642,0.303,38
10064,0.3,0.81,0.1642,0.303,10
10065,0.3,0.87,0.194,0.2879,10
10066,0.32,0.93,0.3284,0.303,70
10067,0.36,0.93,0.3582,0.3333,76
10068,0.36,0.93,0.3582,0.3333,56
10069,0.4,0.82,0.2836,0.4091,90
10070,0.4,0.82,0.2239,0.4091,167
10071,0.4,0.87,0.1642,0.4091,253
10072,0.4,0.87,0.0,0.4091,192
10073,0.4,0.87,0.1045,0.4091,102
10074,0.42,0.88,0.1642,0.4242,97
10075,0.42,0.88,0.1642,0.4242,39
10076,0.42,0.94,0.2537,0.4242,55
10077,0.42,0.94,0.2537,0.4242,33
10078,0.42,0.94,0.0,0.4242,11
10079,0.46,0.94,0.1045,0.4545,12
10080,0.46,0.94,0.2836,0.4545,6
10081,0.46,0.94,0.2239,0.4545,3
10082,0.48,0.88,0.194,0.4697,5
10083,0.48,0.88,0.1642,0.4697,18
10084,0.42,0.94,0.0,0.4242,109
10085,0.44,0.94,0.1343,0.4394,304
10086,0.42,0.94,0.1343,0.4242,594
10087,0.46,0.77,0.2537,0.4545,286
10088,0.52,0.55,0.1642,0.5,133
10089,0.56,0.43,0.194,0.5303,168
10090,0.56,0.37,0.2239,0.5303,220
10091,0.58,0.32,0.2537,0.5455,211
10092,0.58,0.35,0.2239,0.5455,211
10093,0.6,0.31,0.2537,0.6212,223
10094,0.58,0.32,0.2985,0.5455,361
10095,0.56,0.35,0.2985,0.5303,600
10096,0.54,0.34,0.3582,0.5152,525
10097,0.48,0.41,0.3284,0.4697,328
10098,0.44,0.44,0.4179,0.4394,254
10099,0.42,0.47,0.4627,0.4242,197
10100,0.38,0.5,0.2537,0.3939,126
10101,0.36,0.5,0.2239,0.3485,85
10102,0.34,0.53,0.1642,0.3333,46
10103,0.34,0.49,0.2239,0.3182,20
10104,0.34,0.53,0.2836,0.3182,6
10105,0.32,0.57,0.194,0.3182,3
10106,0.32,0.61,0.0,0.3485,2
10107,0.3,0.7,0.0,0.3333,24
10108,0.3,0.7,0.0,0.3333,92
10109,0.3,0.7,0.0,0.3333,262
10110,0.28,0.75,0.0896,0.303,549
10111,0.3,0.81,0.0,0.3333,314
10112,0.36,0.5,0.1642,0.3485,132
10113,0.38,0.46,0.194,0.3939,194
10114,0.4,0.43,0.1642,0.4091,234
10115,0.42,0.44,0.2239,0.4242,222
10116,0.44,0.44,0.2836,0.4394,205
10117,0.42,0.5,0.2985,0.4242,78
10118,0.4,0.58,0.2985,0.4091,50
10119,0.36,0.81,0.2239,0.3485,128
10120,0.36,0.87,0.194,0.3485,160
10121,0.36,0.87,0.194,0.3485,174
10122,0.36,0.87,0.194,0.3485,100
10123,0.36,0.87,0.0896,0.3636,101
10124,0.36,0.87,0.0,0.3788,75
10125,0.36,0.87,0.0,0.3788,23
10126,0.36,0.93,0.0896,0.3636,22
10127,0.36,0.93,0.0,0.3788,44
10128,0.36,0.93,0.0896,0.3636,38
10129,0.36,0.93,0.1642,0.3485,21
10130,0.36,0.93,0.194,0.3485,2
10131,0.36,0.93,0.0896,0.3636,2
10132,0.36,0.93,0.0896,0.3636,7
10133,0.36,0.93,0.1343,0.3485,16
10134,0.36,0.93,0.0,0.3788,48
10135,0.38,0.87,0.0896,0.3939,94
10136,0.4,0.87,0.0,0.4091,168
10137,0.4,0.87,0.0896,0.4091,214
10138,0.42,0.67,0.2537,0.4242,299
10139,0.44,0.51,0.2836,0.4394,339
10140,0.46,0.44,0.3582,0.4545,430
10141,0.48,0.29,0.2985,0.4697,399
10142,0.5,0.27,0.2985,0.4848,467
10143,0.5,0.23,0.3284,0.4848,385
10144,0.5,0.25,0.2537,0.4848,303
10145,0.46,0.33,0.1642,0.4545,225
10146,0.44,0.3,0.1343,0.4394,149
10147,0.46,0.19,0.3284,0.4545,154
10148,0.44,0.21,0.1343,0.4394,134
10149,0.42,0.24,0.0,0.4242,106
10150,0.4,0.3,0.3582,0.4091,72
10151,0.38,0.34,0.194,0.3939,76
10152,0.36,0.4,0.1642,0.3485,80
10153,0.36,0.43,0.1343,0.3485,26
10154,0.34,0.46,0.194,0.3333,14
10155,0.34,0.46,0.2239,0.3182,5
10156,0.3,0.52,0.2985,0.2727,5
10157,0.3,0.52,0.2985,0.2727,23
10158,0.3,0.52,0.3284,0.2727,66
10159,0.3,0.49,0.4478,0.2727,118
10160,0.3,0.49,0.3284,0.2727,192
10161,0.32,0.45,0.3881,0.2879,256
10162,0.34,0.42,0.3582,0.303,327
10163,0.36,0.37,0.3582,0.3333,364
10164,0.36,0.34,0.3582,0.3333,332
10165,0.36,0.32,0.5224,0.3182,334
10166,0.36,0.29,0.4925,0.3182,299
10167,0.34,0.31,0.5522,0.2879,263
10168,0.32,0.33,0.6119,0.2727,184
10169,0.3,0.36,0.4925,0.2576,132
10170,0.28,0.38,0.2537,0.2727,88
10171,0.28,0.36,0.2239,0.2727,79
10172,0.26,0.41,0.2537,0.2424,62
10173,0.26,0.41,0.194,0.2576,26
10174,0.24,0.44,0.194,0.2273,17
10175,0.24,0.48,0.1343,0.2424,6
10176,0.24,0.48,0.1343,0.2424,4
10177,0.22,0.51,0.1642,0.2273,1
10178,0.2,0.55,0.0896,0.2273,1
10179,0.2,0.55,0.0896,0.2273,18
10180,0.18,0.59,0.1343,0.197,91
10181,0.18,0.59,0.1343,0.197,260
10182,0.2,0.59,0.1045,0.2273,428
10183,0.22,0.6,0.0896,0.2576,197
10184,0.24,0.6,0.0,0.2576,86
10185,0.26,0.56,0.1343,0.2727,103
10186,0.26,0.52,0.0,0.303,137
10187,0.26,0.55,0.2985,0.2576,120
10188,0.28,0.57,0.3582,0.2576,128
10189,0.3,0.53,0.194,0.2879,130
10190,0.3,0.45,0.2985,0.2727,210
10191,0.3,0.45,0.2985,0.2727,387
10192,0.28,0.55,0.6567,0.2273,375
10193,0.26,0.53,0.2239,0.2576,226
10194,0.26,0.37,0.4627,0.2273,179
10195,0.26,0.37,0.3881,0.2273,120
10196,0.24,0.35,0.3284,0.2121,78
10197,0.22,0.37,0.5821,0.1818,31
10198,0.22,0.37,0.2985,0.2121,8
10199,0.2,0.44,0.2537,0.197,6
10200,0.2,0.44,0.2239,0.197,4
10201,0.18,0.51,0.2836,0.1667,1
10202,0.18,0.51,0.2985,0.1667,3
10203,0.18,0.51,0.2239,0.1818,25
10204,0.18,0.51,0.1045,0.2121,102
10205,0.16,0.55,0.1343,0.1818,275
10206,0.16,0.59,0.1045,0.1818,501
10207,0.22,0.47,0.0,0.2727,233
10208,0.24,0.44,0.0,0.2576,129
10209,0.26,0.41,0.1642,0.2576,130
10210,0.26,0.41,0.1045,0.2727,138
10211,0.3,0.39,0.1343,0.303,164
10212,0.32,0.36,0.2239,0.303,136
10213,0.34,0.36,0.2985,0.303,166
10214,0.36,0.32,0.2836,0.3333,250
10215,0.36,0.34,0.2836,0.3333,446
10216,0.34,0.42,0.3284,0.303,457
10217,0.34,0.46,0.2985,0.303,287
10218,0.32,0.49,0.194,0.3182,187
10219,0.32,0.49,0.194,0.3182,148
10220,0.28,0.56,0.1642,0.2727,106
10221,0.28,0.61,0.2239,0.2727,54
10222,0.28,0.65,0.2836,0.2576,15
10223,0.3,0.61,0.2985,0.2727,5
10224,0.3,0.56,0.2836,0.2879,4
10225,0.3,0.56,0.3582,0.2727,3
10226,0.28,0.61,0.3284,0.2576,3
10227,0.28,0.56,0.2985,0.2576,18
10228,0.28,0.61,0.3881,0.2576,108
10229,0.26,0.65,0.3881,0.2273,344
10230,0.28,0.61,0.2985,0.2576,566
10231,0.3,0.61,0.3284,0.2727,264
10232,0.36,0.5,0.2985,0.3333,147
10233,0.42,0.38,0.2985,0.4242,161
10234,0.44,0.38,0.3881,0.4394,215
10235,0.5,0.34,0.4179,0.4848,205
10236,0.52,0.36,0.3284,0.5,175
10237,0.54,0.37,0.4478,0.5152,209
10238,0.56,0.37,0.4179,0.5303,288
10239,0.56,0.43,0.4925,0.5303,612
10240,0.56,0.4,0.4627,0.5303,544
10241,0.54,0.42,0.3582,0.5152,361
10242,0.5,0.51,0.2537,0.4848,260
10243,0.44,0.62,0.2537,0.4394,188
10244,0.46,0.59,0.2985,0.4545,159
10245,0.44,0.62,0.3284,0.4394,62
10246,0.44,0.62,0.3284,0.4394,46
10247,0.46,0.63,0.3284,0.4545,21
10248,0.46,0.63,0.3881,0.4545,11
10249,0.46,0.63,0.3881,0.4545,3
10250,0.44,0.72,0.2836,0.4394,2
10251,0.42,0.77,0.2239,0.4242,29
10252,0.42,0.77,0.2537,0.4242,109
10253,0.42,0.77,0.3582,0.4242,334
10254,0.44,0.77,0.3881,0.4394,585
10255,0.46,0.72,0.4627,0.4545,301
10256,0.5,0.68,0.4627,0.4848,138
10257,0.54,0.6,0.4627,0.5152,204
10258,0.56,0.6,0.4478,0.5303,251
10259,0.6,0.49,0.6418,0.6212,233
10260,0.62,0.43,0.6418,0.6212,203
10261,0.64,0.38,0.6866,0.6212,185
10262,0.62,0.41,0.6418,0.6212,342
10263,0.62,0.38,0.6567,0.6212,597
10264,0.62,0.38,0.5522,0.6212,590
10265,0.6,0.4,0.4478,0.6212,416
10266,0.6,0.43,0.3881,0.6212,302
10267,0.6,0.43,0.3881,0.6212,233
10268,0.56,0.49,0.3284,0.5303,153
10269,0.56,0.49,0.4478,0.5303,94
10270,0.58,0.49,0.4627,0.5455,54
10271,0.56,0.52,0.4925,0.5303,26
10272,0.48,0.77,0.4179,0.4697,11
10273,0.46,0.77,0.5224,0.4545,7
10274,0.4,0.66,0.2836,0.4091,1
10275,0.4,0.66,0.2836,0.4091,29
10276,0.4,0.5,0.3582,0.4091,85
10277,0.38,0.4,0.2985,0.3939,268
10278,0.34,0.42,0.5224,0.2879,501
10279,0.34,0.42,0.5224,0.2879,284
10280,0.34,0.36,0.4925,0.2879,159
10281,0.36,0.34,0.3582,0.3333,187
10282,0.36,0.34,0.4179,0.3333,201
10283,0.38,0.29,0.3881,0.3939,224
10284,0.42,0.28,0.4627,0.4242,178
10285,0.46,0.24,0.2537,0.4545,238
10286,0.48,0.23,0.4179,0.4697,343
10287,0.46,0.24,0.3881,0.4545,566
10288,0.44,0.26,0.5224,0.4394,470
10289,0.42,0.28,0.6119,0.4242,244
10290,0.38,0.32,0.3582,0.3939,159
10291,0.36,0.34,0.3284,0.3333,141
10292,0.34,0.31,0.4925,0.2879,107
10293,0.32,0.33,0.2985,0.303,86
10294,0.3,0.36,0.3582,0.2727,77
10295,0.3,0.36,0.2537,0.2879,51
10296,0.26,0.41,0.2537,0.2424,42
10297,0.26,0.41,0.2985,0.2273,16
10298,0.24,0.41,0.3582,0.2121,4
10299,0.22,0.42,0.2836,0.2121,10
10300,0.22,0.44,0.2836,0.2121,12
10301,0.22,0.44,0.2537,0.2121,40
10302,0.22,0.44,0.2985,0.2121,111
10303,0.24,0.41,0.3284,0.2121,148
10304,0.26,0.35,0.4179,0.2273,223
10305,0.3,0.33,0.3284,0.2727,274
10306,0.3,0.33,0.3284,0.2727,329
10307,0.32,0.29,0.2836,0.303,357
10308,0.34,0.27,0.2836,0.3182,379
10309,0.34,0.25,0.0,0.3636,406
10310,0.36,0.23,0.0,0.3636,390
10311,0.36,0.23,0.0,0.3788,354
10312,0.36,0.21,0.0896,0.3636,297
10313,0.34,0.25,0.0,0.3636,184
10314,0.32,0.33,0.1343,0.3333,121
10315,0.3,0.39,0.2239,0.2879,110
10316,0.26,0.44,0.1642,0.2576,100
10317,0.26,0.41,0.194,0.2576,83
10318,0.26,0.44,0.0896,0.2879,69
10319,0.24,0.52,0.1642,0.2424,61
10320,0.24,0.6,0.1343,0.2424,66
10321,0.24,0.6,0.1343,0.2424,22
10322,0.24,0.6,0.1642,0.2424,7
10323,0.24,0.7,0.1642,0.2424,10
10324,0.22,0.69,0.1343,0.2273,17
10325,0.22,0.69,0.1343,0.2273,72
10326,0.26,0.6,0.2239,0.2576,90
10327,0.32,0.49,0.2836,0.303,218
10328,0.36,0.43,0.2836,0.3333,299
10329,0.4,0.37,0.2985,0.4091,410
10330,0.42,0.41,0.2985,0.4242,464
10331,0.46,0.31,0.2836,0.4545,501
10332,0.5,0.29,0.2985,0.4848,487
10333,0.5,0.31,0.3582,0.4848,509
10334,0.52,0.27,0.2985,0.5,498
10335,0.52,0.29,0.2836,0.5,389
10336,0.5,0.31,0.2836,0.4848,258
10337,0.44,0.47,0.2239,0.4394,171
10338,0.42,0.54,0.2239,0.4242,147
10339,0.4,0.54,0.194,0.4091,94
10340,0.4,0.5,0.1642,0.4091,52
10341,0.38,0.54,0.194,0.3939,24
10342,0.38,0.5,0.1343,0.3939,10
10343,0.38,0.54,0.1045,0.3939,9
10344,0.36,0.5,0.1343,0.3485,2
10345,0.34,0.61,0.194,0.3333,3
10346,0.34,0.61,0.194,0.3333,16
10347,0.34,0.57,0.1045,0.3485,88
10348,0.34,0.53,0.1045,0.3485,268
10349,0.34,0.61,0.1343,0.3333,564
10350,0.38,0.54,0.1642,0.3939,281
10351,0.4,0.5,0.2239,0.4091,137
10352,0.44,0.44,0.2239,0.4394,150
10353,0.48,0.39,0.2239,0.4697,221
10354,0.54,0.32,0.2537,0.5152,250
10355,0.58,0.32,0.2836,0.5455,221
10356,0.56,0.4,0.1343,0.5303,233
10357,0.62,0.35,0.4478,0.6212,332
10358,0.62,0.38,0.4179,0.6212,644
10359,0.6,0.43,0.194,0.6212,712
10360,0.56,0.49,0.2239,0.5303,446
10361,0.56,0.49,0.2239,0.5303,286
10362,0.54,0.56,0.2239,0.5152,205
10363,0.56,0.56,0.2239,0.5303,133
10364,0.56,0.56,0.2239,0.5303,63
10365,0.56,0.52,0.194,0.5303,26
10366,0.52,0.59,0.2239,0.5,16
10367,0.52,0.72,0.2985,0.5,1
10368,0.52,0.72,0.2985,0.5,2
10369,0.46,0.82,0.194,0.4545,1
10370,0.46,0.82,0.194,0.4545,24
10371,0.46,0.82,0.194,0.4545,113
10372,0.46,0.82,0.2836,0.4545,308
10373,0.46,0.82,0.2836,0.4545,593
10374,0.48,0.82,0.2836,0.4697,342
10375,0.52,0.77,0.2239,0.5,143
10376,0.54,0.73,0.2836,0.5152,219
10377,0.6,0.6,0.2836,0.6061,244
10378,0.6,0.6,0.3881,0.6061,233
10379,0.64,0.53,0.3284,0.6212,212
10380,0.7,0.39,0.2239,0.6364,264
10381,0.72,0.34,0.3881,0.6515,365
10382,0.7,0.37,0.1045,0.6364,676
10383,0.7,0.34,0.2985,0.6364,734
10384,0.64,0.47,0.2239,0.6212,479
10385,0.6,0.49,0.1642,0.6212,351
10386,0.58,0.56,0.1045,0.5455,244
10387,0.56,0.6,0.0896,0.5303,170
10388,0.56,0.56,0.1343,0.5303,87
10389,0.54,0.6,0.1045,0.5152,39
10390,0.52,0.63,0.0896,0.5,27
10391,0.5,0.68,0.194,0.4848,2
10392,0.48,0.72,0.194,0.4697,4
10393,0.48,0.67,0.0896,0.4697,5
10394,0.44,0.82,0.1343,0.4394,27
10395,0.44,0.82,0.0896,0.4394,121
10396,0.44,0.82,0.1045,0.4394,368
10397,0.44,0.82,0.0,0.4394,662
10398,0.52,0.68,0.0,0.5,351
10399,0.56,0.56,0.1045,0.5303,188
10400,0.62,0.41,0.1642,0.6212,220
10401,0.64,0.29,0.0,0.6212,267
10402,0.66,0.27,0.2239,0.6212,254
10403,0.7,0.23,0.3284,0.6364,224
10404,0.7,0.24,0.0,0.6364,283
10405,0.72,0.25,0.194,0.6364,356
10406,0.7,0.28,0.0896,0.6364,782
10407,0.7,0.32,0.0,0.6364,749
10408,0.64,0.33,0.1642,0.6212,472
10409,0.62,0.35,0.1045,0.6212,330
10410,0.6,0.4,0.0896,0.6212,288
10411,0.52,0.55,0.1343,0.5,202
10412,0.56,0.43,0.1642,0.5303,91
10413,0.54,0.49,0.1343,0.5152,60
10414,0.5,0.59,0.1045,0.4848,23
10415,0.5,0.59,0.0,0.4848,19
10416,0.5,0.63,0.0,0.4848,7
10417,0.44,0.77,0.1045,0.4394,14
10418,0.46,0.67,0.0,0.4545,26
10419,0.44,0.72,0.0896,0.4394,117
10420,0.44,0.72,0.0896,0.4394,381
10421,0.44,0.77,0.1045,0.4394,623
10422,0.48,0.77,0.0896,0.4697,315
10423,0.52,0.68,0.1045,0.5,164
10424,0.56,0.6,0.1343,0.5303,211
10425,0.62,0.5,0.1343,0.6212,265
10426,0.66,0.41,0.0896,0.6212,273
10427,0.72,0.3,0.1045,0.6515,258
10428,0.72,0.32,0.2239,0.6515,287
10429,0.72,0.37,0.3881,0.6515,426
10430,0.7,0.39,0.2537,0.6364,713
10431,0.66,0.44,0.2836,0.6212,746
10432,0.64,0.5,0.194,0.6212,425
10433,0.58,0.6,0.3582,0.5455,330
10434,0.54,0.68,0.2836,0.5152,243
10435,0.52,0.68,0.1343,0.5,169
10436,0.48,0.72,0.194,0.4697,97
10437,0.44,0.77,0.2537,0.4394,57
10438,0.42,0.82,0.3284,0.4242,26
10439,0.42,0.82,0.194,0.4242,4
10440,0.4,0.87,0.2836,0.4091,3
10441,0.4,0.87,0.2537,0.4091,3
10442,0.4,0.87,0.2239,0.4091,32
10443,0.4,0.87,0.1642,0.4091,99
10444,0.4,0.87,0.194,0.4091,278
10445,0.4,0.87,0.2239,0.4091,562
10446,0.42,0.82,0.0,0.4242,312
10447,0.4,0.87,0.0896,0.4091,180
10448,0.44,0.77,0.0,0.4394,207
10449,0.44,0.82,0.1343,0.4394,294
10450,0.46,0.77,0.0896,0.4545,260
10451,0.48,0.72,0.0,0.4697,202
10452,0.46,0.82,0.1045,0.4545,107
10453,0.48,0.77,0.0,0.4697,129
10454,0.48,0.82,0.0896,0.4697,258
10455,0.48,0.82,0.0896,0.4697,408
10456,0.46,0.88,0.0,0.4545,296
10457,0.46,0.88,0.0,0.4545,235
10458,0.44,0.94,0.0,0.4394,152
10459,0.44,0.94,0.0,0.4394,148
10460,0.44,0.94,0.0,0.4394,126
10461,0.44,0.94,0.0896,0.4394,100
10462,0.44,0.94,0.0,0.4394,69
10463,0.44,0.88,0.0,0.4394,42
10464,0.44,0.88,0.0,0.4394,26
10465,0.42,0.94,0.0,0.4242,2
10466,0.42,0.94,0.0896,0.4242,8
10467,0.42,0.94,0.194,0.4242,30
10468,0.4,1.0,0.1343,0.4091,86
10469,0.42,0.94,0.1045,0.4242,218
10470,0.44,0.88,0.0896,0.4394,321
10471,0.5,0.77,0.0896,0.4848,443
10472,0.52,0.77,0.1343,0.5,585
10473,0.56,0.68,0.1642,0.5303,651
10474,0.6,0.6,0.1045,0.6061,686
10475,0.62,0.53,0.0896,0.6212,690
10476,0.64,0.53,0.1343,0.6212,679
10477,0.64,0.5,0.0,0.6212,685
10478,0.64,0.5,0.1343,0.6212,648
10479,0.62,0.57,0.2985,0.6212,560
10480,0.58,0.64,0.2836,0.5455,417
10481,0.56,0.64,0.194,0.5303,271
10482,0.54,0.68,0.1642,0.5152,223
10483,0.54,0.68,0.0,0.5152,211
10484,0.5,0.77,0.1642,0.4848,185
10485,0.46,0.88,0.194,0.4545,107
10486,0.46,0.82,0.1343,0.4545,113
10487,0.46,0.82,0.1045,0.4545,56
10488,0.44,0.88,0.1343,0.4394,18
10489,0.42,0.94,0.1642,0.4242,14
10490,0.4,0.94,0.1045,0.4091,6
10491,0.4,0.94,0.1045,0.4091,11
10492,0.42,0.88,0.1642,0.4242,42
10493,0.42,0.88,0.1045,0.4242,96
10494,0.42,0.88,0.0896,0.4242,178
10495,0.42,0.88,0.1045,0.4242,351
10496,0.44,0.82,0.1642,0.4394,368
10497,0.44,0.88,0.1343,0.4394,503
10498,0.46,0.82,0.1642,0.4545,544
10499,0.5,0.77,0.0896,0.4848,521
10500,0.54,0.68,0.0896,0.5152,554
10501,0.54,0.73,0.0896,0.5152,541
10502,0.56,0.64,0.0896,0.5303,541
10503,0.56,0.64,0.1642,0.5303,459
10504,0.56,0.64,0.1642,0.5303,352
10505,0.52,0.77,0.1343,0.5,198
10506,0.52,0.72,0.0896,0.5,173
10507,0.5,0.77,0.1045,0.4848,100
10508,0.48,0.82,0.1642,0.4697,46
10509,0.48,0.82,0.1045,0.4697,23
10510,0.46,0.88,0.1045,0.4545,15
10511,0.46,0.88,0.1642,0.4545,8
10512,0.46,0.88,0.0896,0.4545,2
10513,0.44,0.94,0.0,0.4394,3
10514,0.44,0.94,0.0,0.4394,31
10515,0.46,0.88,0.1343,0.4545,120
10516,0.46,0.88,0.194,0.4545,354
10517,0.46,0.88,0.1045,0.4545,579
10518,0.5,0.72,0.1642,0.4848,331
10519,0.52,0.72,0.1343,0.5,184
10520,0.56,0.68,0.1642,0.5303,201
10521,0.6,0.64,0.2537,0.6061,282
10522,0.62,0.61,0.2537,0.6061,263
10523,0.64,0.57,0.194,0.6212,260
10524,0.64,0.57,0.2239,0.6212,286
10525,0.66,0.5,0.2239,0.6212,385
10526,0.64,0.53,0.2239,0.6212,721
10527,0.64,0.57,0.2537,0.6212,801
10528,0.62,0.61,0.2239,0.6061,549
10529,0.6,0.64,0.2239,0.6061,330
10530,0.6,0.64,0.1642,0.6061,223
10531,0.56,0.73,0.1642,0.5303,148
10532,0.56,0.78,0.1343,0.5303,54
10533,0.56,0.78,0.0896,0.5303,29
10534,0.54,0.88,0.0,0.5152,15
10535,0.54,0.88,0.0896,0.5152,10
10536,0.54,0.88,0.0,0.5152,3
10537,0.52,0.88,0.1343,0.5,6
10538,0.52,0.94,0.0,0.5,20
10539,0.52,0.94,0.1642,0.5,100
10540,0.52,0.94,0.2239,0.5,170
10541,0.52,0.88,0.1045,0.5,516
10542,0.54,0.88,0.1642,0.5152,325
10543,0.54,0.88,0.194,0.5152,163
10544,0.58,0.83,0.1343,0.5455,230
10545,0.6,0.78,0.2537,0.5758,261
10546,0.6,0.78,0.194,0.5758,284
10547,0.6,0.73,0.1642,0.5909,248
10548,0.62,0.69,0.1045,0.6061,244
10549,0.62,0.66,0.2239,0.6061,431
10550,0.6,0.73,0.194,0.5909,750
10551,0.6,0.69,0.2537,0.5909,801
10552,0.58,0.73,0.1343,0.5455,555
10553,0.58,0.68,0.0896,0.5455,377
10554,0.56,0.73,0.0,0.5303,277
10555,0.54,0.77,0.0,0.5152,188
10556,0.52,0.83,0.0,0.5,90
10557,0.52,0.88,0.0,0.5,33
10558,0.52,0.83,0.0896,0.5,26
10559,0.5,0.88,0.1343,0.4848,10
10560,0.5,0.88,0.194,0.4848,8
10561,0.5,0.88,0.1343,0.4848,4
10562,0.5,0.88,0.1343,0.4848,39
10563,0.48,0.94,0.2239,0.4697,149
10564,0.48,0.94,0.194,0.4697,372
10565,0.48,0.94,0.1045,0.4697,535
10566,0.5,0.88,0.1642,0.4848,293
10567,0.52,0.83,0.1642,0.5,154
10568,0.52,0.83,0.1642,0.5,192
10569,0.54,0.77,0.0,0.5152,229
10570,0.54,0.83,0.0,0.5152,303
10571,0.56,0.78,0.0,0.5303,225
10572,0.56,0.78,0.0,0.5303,243
10573,0.58,0.73,0.0,0.5455,378
10574,0.6,0.69,0.0896,0.5909,729
10575,0.6,0.69,0.0,0.5909,779
10576,0.6,0.64,0.0,0.6061,582
10577,0.56,0.78,0.0896,0.5303,374
10578,0.54,0.83,0.1045,0.5152,251
10579,0.52,0.83,0.1642,0.5,197
10580,0.54,0.77,0.0,0.5152,125
10581,0.52,0.83,0.0896,0.5,41
10582,0.52,0.83,0.0896,0.5,30
10583,0.52,0.83,0.0896,0.5,6
10584,0.52,0.83,0.0896,0.5,7
10585,0.48,1.0,0.0896,0.4697,6
10586,0.48,1.0,0.0896,0.4697,34
10587,0.48,1.0,0.0896,0.4697,136
10588,0.48,1.0,0.0896,0.4697,361
10589,0.5,0.94,0.0896,0.4848,649
10590,0.5,0.94,0.0896,0.4848,318
10591,0.5,1.0,0.0896,0.4848,142
10592,0.52,0.94,0.0,0.5,219
10593,0.54,0.88,0.194,0.5152,272
10594,0.58,0.78,0.0896,0.5455,298
10595,0.6,0.73,0.1045,0.5909,257
10596,0.62,0.69,0.194,0.6061,304
10597,0.64,0.65,0.194,0.6061,425
10598,0.66,0.65,0.1642,0.6212,810
10599,0.66,0.65,0.1642,0.6212,801
10600,0.66,0.61,0.0,0.6212,586
10601,0.62,0.73,0.2836,0.5909,424
10602,0.58,0.78,0.1642,0.5455,374
10603,0.56,0.83,0.194,0.5303,220
10604,0.56,0.83,0.0896,0.5303,151
10605,0.56,0.83,0.0,0.5303,95
10606,0.54,0.88,0.0,0.5152,50
10607,0.54,0.88,0.0896,0.5152,32
10608,0.52,0.88,0.1045,0.5,10
10609,0.5,0.94,0.1045,0.4848,3
10610,0.5,0.94,0.0,0.4848,34
10611,0.5,0.88,0.0,0.4848,116
10612,0.5,0.93,0.1343,0.4848,346
10613,0.5,0.94,0.1343,0.4848,662
10614,0.52,0.9,0.0896,0.5,380
10615,0.56,0.88,0.1045,0.5303,275
10616,0.62,0.73,0.1045,0.5909,318
10617,0.66,0.61,0.2239,0.6212,471
10618,0.7,0.48,0.0,0.6515,428
10619,0.72,0.42,0.1045,0.6515,432
10620,0.72,0.42,0.1343,0.6515,472
10621,0.72,0.42,0.1642,0.6515,589
10622,0.72,0.42,0.1642,0.6515,957
10623,0.7,0.45,0.1642,0.6364,830
10624,0.66,0.5,0.194,0.6212,686
10625,0.66,0.47,0.1343,0.6212,445
10626,0.62,0.53,0.1045,0.6212,284
10627,0.6,0.64,0.2836,0.6061,271
10628,0.6,0.69,0.2537,0.5909,176
10629,0.58,0.68,0.0,0.5455,156
10630,0.56,0.73,0.0896,0.5303,128
10631,0.54,0.77,0.1045,0.5152,69
10632,0.54,0.77,0.1045,0.5152,32
10633,0.52,0.83,0.0896,0.5,7
10634,0.52,0.83,0.1642,0.5,4
10635,0.52,0.83,0.1642,0.5,28
10636,0.5,0.88,0.1343,0.4848,70
10637,0.5,0.94,0.194,0.4848,154
10638,0.52,0.83,0.1343,0.5,249
10639,0.52,0.88,0.194,0.5,345
10640,0.5,0.94,0.194,0.4848,273
